

Connections discovered:
SW1_ACCESS_STORMUSBR;XG0/0/2;SW2_ACCESS_STORMUSBR;XG0/0/1;10G;
SW2_ACCESS_STORMUSBR;XG0/0/1;SW1_ACCESS_STORMUSBR;XG0/0/2;10G;
SW1_ACCESS_STRANDVEIEN;XG0/0/1;SW1_DIST_HVALERRAADHUS;XG0/0/10;1G;
SW2_ACCESS_HOLMETANGEN;XG0/0/1;SW1_ACCESS_HOLMETANGEN;XG0/0/2;1G;
SW1_ACCESS_SANDHELLA;XG0/0/1;SW1_DIST_HVALERRAADHUS;XG0/0/6;1G;
SW1_ACCESS_SANDHELLA;XG0/0/3;SW2_ACCESS_SANDHELLA;XG0/0/3;10G;
SW2_ACCESS_NORDERHAUG;XG0/0/1;SW1_ACCESS_NORDERHAUG;XG0/0/3;1G;
SW2_ACCESS_NORDERHAUG;XG0/0/2;SW3_ACCESS_NORDERHAUG;XG0/0/1;1G;
SW2_ACCESS_SANDHELLA;XG0/0/1;SW1_DIST_KRAKEROY;XG0/0/9;1G;
SW2_ACCESS_SANDHELLA;XG0/0/3;SW1_ACCESS_SANDHELLA;XG0/0/3;10G;
SW2_ACCESS_SANDHELLA;XG0/0/4;SW3_ACCESS_SANDHELLA;XG0/0/1;10G;
SW1_ACCESS_SS;XG0/0/1;SW1_DIST_HVALERRAADHUS;XG0/0/9;1G;
SW1_ACCESS_SS;XG0/0/2;SW2_ACCESS_SS;XG0/0/2;1G;
SW1_ACCESS_SS;XG0/0/3;SW2_ACCESS_SS;XG0/0/4;10G;
SW2_ACCESS_SS;XG0/0/2;SW1_ACCESS_SS;XG0/0/2;1G;
SW2_ACCESS_SS;XG0/0/3;SW3_ACCESS_SS;XG0/0/3;10G;
SW2_ACCESS_SS;XG0/0/4;SW1_ACCESS_SS;XG0/0/3;10G;
SW3_ACCESS_SS;XG0/0/3;SW2_ACCESS_SS;XG0/0/3;10G;
SW3_ACCESS_SS;XG0/0/4;SW4_ACCESS_SS;XG0/0/1;10G;
SW2_ACCESS_NESET;XG0/0/1;SW1_DIST_KRAKEROY;XG0/0/24;10G;
SW2_ACCESS_NESET;XG0/0/2;SW1_ACCESS_NESET;XG0/0/1;10G;
SW4_ACCESS_HVALERRAADHUS;XG0/0/1;SW1_DIST_HVALERRAADHUS;XG0/0/20;10G;
SW1_ACCESS_HVALERRAADHUS;G0/0/24;WLC1_HVALER;G0/0/1;1G;
SW2_ACCESS_HVALERRAADHUS;XG0/0/1;SW1_DIST_HVALERRAADHUS;XG0/0/13;10G;
SW3_ACCESS_HVALERRAADHUS;XG0/0/1;SW1_DIST_HVALERRAADHUS;XG0/0/14;10G;
SW4_ACCESS_SS;XG0/0/1;SW3_ACCESS_SS;XG0/0/4;10G;
SW4_ACCESS_SS;XG0/0/2;SW1_DIST_HVALERRAADHUS;XG0/0/12;1G;
SW4_ACCESS_SS;XG0/0/3;SW5_ACCESS_SS;XG0/0/1;10G;
SW3_ACCESS_SANDHELLA;XG0/0/1;SW2_ACCESS_SANDHELLA;XG0/0/4;10G;
SW3_ACCESS_NORDERHAUG;XG0/0/1;SW2_ACCESS_NORDERHAUG;XG0/0/2;1G;
SW3_ACCESS_RO;XG0/0/1;SW2_ACCESS_OLASVINGEN;XG0/0/2;10G;
SW1_ACCESS_HERFOL;XG0/0/2;SW1_DIST_HVALERRAADHUS;XG0/0/16;10G;
SW5_ACCESS_SS;XG0/0/1;SW4_ACCESS_SS;XG0/0/3;10G;
 
